DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation
32K552,K552,The Academy of Urban Planning and Engineering,High School,Brooklyn,231,4.398,0.31,4.708,0.885,0.827,0.365,0.49,68.0,60.6,0.004,0.225,0.749,0.013,0.009,52,52,52,204,3,173,52,1,2,2.7,2.468,2.272,0.977,0.903,0.7,0.238,0.273,0.156,0.771,0.7,0.3,Medium Graduation
32K554,K554,All City Leadership Secondary School,High School,Brooklyn,250,4.579,0.339,4.918,0.709,0.983,0.864,0.822,87.7,79.3,0.048,0.1,0.796,0.052,0.004,59,59,59,177,13,199,25,12,1,16.1,3.489,3.676,0.971,0.934,0.804,0.028,0.148,0.044,0.6,0.889,0.196,High Graduation
32K556,K556,Bushwick Leaders High School for Academic Excellen,High School,Brooklyn,302,5.321,0.382,5.703,0.922,0.762,0.206,0.222,58.4,56.7,0.017,0.199,0.755,0.013,0.016,63,63,63,278,4,228,60,5,5,15.5,2.441,2.222,0.979,0.831,0.474,0.258,0.278,0.212,0.841,0.571,0.526,Low Graduation
84K356,K356,Achievement First Crown Heights Charter School,High School,Brooklyn,432,6.772,0.405,7.194,0.628,0.966,0.693,0.045,74.6,74.5,0.0,0.887,0.102,0.0,0.011,88,88,88,271,0,44,383,0,5,6.735,3.258,3.596,0.966,0.957,0.908,0.002,0.15,0.037,0.507,0.753,0.092,High Graduation
84K357,K357,KIPP AMP Charter School,High School,Brooklyn,163,6.772,0.405,7.194,0.692,0.971,0.857,0.643,78.1,76.2,0.006,0.877,0.074,0.0,0.043,35,35,35,113,0,12,143,1,7,6.735,3.048,3.336,0.966,0.934,0.847,0.012,0.141,0.135,0.534,0.753,0.153,High Graduation
84K358,K358,Achievement First East New York Charter School,High School,Brooklyn,389,6.772,0.405,7.194,0.678,0.885,0.654,0.692,82.3,81.6,0.008,0.458,0.527,0.003,0.004,78,78,78,264,1,205,178,3,2,6.735,3.521,3.889,0.966,0.97,0.942,0.023,0.08,0.028,0.558,0.753,0.058,Medium Graduation
84K359,K359,The Uft Charter School,High School,Brooklyn,221,6.772,0.405,7.194,0.826,0.794,0.265,0.441,63.6,59.6,0.023,0.719,0.235,0.009,0.014,68,68,68,183,2,52,159,5,3,6.735,2.522,2.295,0.966,0.829,0.487,0.086,0.113,0.154,0.692,0.753,0.513,Low Graduation
84K473,K473,Williamsburg Charter High School,High School,Brooklyn,934,6.772,0.405,7.194,0.801,0.825,0.459,0.286,66.3,60.3,0.007,0.277,0.698,0.013,0.005,257,257,257,748,12,652,259,7,5,6.735,2.77,2.547,0.966,0.853,0.564,0.067,0.183,0.069,0.707,0.753,0.436,Medium Graduation
84K517,K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,High School,Brooklyn,373,6.772,0.405,7.194,0.692,0.8,0.473,0.664,64.9,73.0,0.005,0.702,0.172,0.008,0.113,55,55,55,258,3,64,262,2,42,6.735,3.102,3.459,0.966,0.903,0.669,0.013,0.129,0.064,0.55,0.753,0.331,Low Graduation
84K608,K608,Kings Collegiate Charter School,High School,Brooklyn,219,6.772,0.405,7.194,0.773,0.836,0.565,0.485,66.4,74.2,0.014,0.813,0.155,0.0,0.018,1,1,1,169,0,34,178,3,4,6.735,3.147,3.595,0.966,0.918,0.756,0.009,0.128,0.073,0.662,0.753,0.244,Medium Graduation
84K626,K626,Achievement First Brownsville Charter School,High School,Brooklyn,288,6.772,0.405,7.194,0.727,0.836,0.565,0.485,67.9,72.2,0.021,0.84,0.128,0.0,0.011,1,1,1,209,0,37,242,6,3,6.735,3.311,3.555,0.966,0.954,0.883,0.01,0.094,0.063,0.594,0.753,0.117,Medium Graduation
84K652,K652,Brooklyn Ascend Charter School,High School,Brooklyn,354,6.772,0.405,7.194,0.685,0.922,0.594,0.406,76.0,70.3,0.003,0.873,0.116,0.0,0.008,64,64,64,242,0,41,309,1,3,6.735,2.813,2.813,0.966,0.945,0.84,0.02,0.178,0.054,0.562,0.753,0.16,Medium Graduation
84K693,K693,Northside Charter High School,High School,Brooklyn,389,6.772,0.405,7.194,0.755,0.852,0.455,0.318,68.6,63.6,0.015,0.154,0.761,0.054,0.016,88,88,88,294,21,296,60,6,6,6.735,2.798,2.568,0.966,0.937,0.847,0.057,0.188,0.059,0.65,0.753,0.153,Medium Graduation
84K707,K707,Brooklyn Prospect Charter School,High School,Brooklyn,446,6.772,0.405,7.194,0.444,0.964,0.893,0.649,77.1,77.4,0.083,0.099,0.388,0.381,0.049,84,84,84,198,170,173,44,37,22,6.735,3.183,3.267,0.966,0.875,0.642,0.016,0.188,0.034,0.339,0.753,0.358,High Graduation
84K712,K712,Excellence Girls Charter School,High School,Brooklyn,684,6.772,0.405,7.194,0.634,0.925,0.58,0.605,64.6,69.7,0.007,0.722,0.218,0.012,0.041,93,100,100,434,8,149,494,5,28,6.735,3.056,3.411,0.966,0.942,0.853,0.015,0.152,0.053,0.509,0.753,0.147,Medium Graduation
84K730,K730,Summit Academy Charter School,High School,Brooklyn,194,6.772,0.405,7.194,0.788,0.714,0.531,0.286,71.7,69.9,0.005,0.546,0.402,0.01,0.037,49,49,49,153,2,78,106,1,7,6.735,2.812,2.727,0.966,0.808,0.542,0.031,0.206,0.103,0.639,0.753,0.458,Low Graduation
84K733,K733,"Math, Engineering, and Science Academy Charter Hig",High School,Brooklyn,472,6.772,0.405,7.194,0.808,0.927,0.627,0.368,73.7,67.0,0.019,0.097,0.809,0.015,0.06,110,110,110,381,7,382,46,9,28,6.735,2.757,2.629,0.966,0.945,0.838,0.119,0.131,0.061,0.714,0.753,0.162,Medium Graduation
84K738,K738,New Visions Charter High School for Advanced Math,High School,Brooklyn,391,6.772,0.405,7.194,0.654,0.898,0.583,0.412,74.1,70.7,0.064,0.772,0.097,0.031,0.036,108,108,108,256,12,38,302,25,14,6.735,2.83,2.726,0.966,0.927,0.755,0.043,0.123,0.074,0.54,0.753,0.245,Medium Graduation
84K739,K739,New Visions Charter High School for the Humanities,High School,Brooklyn,233,6.772,0.405,7.194,0.696,0.863,0.383,0.099,75.2,61.3,0.0,0.876,0.103,0.013,0.008,80,81,81,162,3,24,204,0,2,6.735,2.772,2.5,0.966,0.906,0.691,0.03,0.176,0.112,0.597,0.753,0.309,Medium Graduation
84K744,K744,Coney Island Preparatory Public Charter School,High School,Brooklyn,338,6.772,0.405,7.194,0.734,0.903,0.73,0.628,79.0,71.4,0.092,0.408,0.37,0.112,0.018,72,74,74,248,38,125,138,31,6,6.735,3.033,3.142,0.966,0.931,0.796,0.021,0.219,0.065,0.633,0.753,0.204,Medium Graduation
84K757,K757,Unity Prep Charter School,High School,Brooklyn,244,6.772,0.405,7.194,0.752,0.836,0.565,0.485,73.0,68.1,0.0,0.795,0.176,0.012,0.017,1,1,1,183,3,43,194,0,4,6.735,2.78,2.494,0.966,0.923,0.793,0.025,0.234,0.082,0.639,0.753,0.207,Medium Graduation
84K775,K775,Leadership Preparatory Ocean Hill Charter School,High School,Brooklyn,416,6.772,0.405,7.194,0.641,0.899,0.667,0.725,64.8,65.0,0.01,0.861,0.058,0.007,0.064,69,69,69,267,3,24,358,4,27,6.735,3.18,3.589,0.966,0.937,0.799,0.007,0.101,0.036,0.522,0.753,0.201,Medium Graduation
84K803,K803,Brooklyn LAB Charter School,High School,Brooklyn,229,6.772,0.405,7.194,0.717,0.836,0.565,0.485,73.367,66.49,0.013,0.76,0.197,0.017,0.013,149,149,149,164,4,45,174,3,3,6.735,2.729,2.513,0.966,1.0,0.642,0.035,0.279,0.144,0.585,0.753,0.358,Medium Graduation
84K892,K892,Brooklyn Emerging Leaders Academy,High School,Brooklyn,115,6.772,0.405,7.194,0.737,0.836,0.565,0.485,72.2,66.0,0.0,0.73,0.226,0.017,0.027,149,149,149,85,2,26,84,0,3,6.735,2.934,2.601,0.966,0.875,0.642,0.026,0.191,0.122,0.617,0.753,0.358,Medium Graduation
84M065,M065,Democracy Prep Endurance Charter School,High School,Manhattan,302,6.772,0.405,7.194,0.746,0.699,0.667,0.893,77.6,74.5,0.0,0.659,0.325,0.01,0.006,83,84,84,225,3,98,199,0,2,6.735,3.164,3.307,0.966,0.92,0.81,0.046,0.136,0.109,0.573,0.753,0.19,Low Graduation
84M068,M068,KIPP Washington Heights Middle School,High School,Manhattan,235,6.772,0.405,7.194,0.804,0.836,0.565,0.485,76.7,73.4,0.004,0.128,0.868,0.0,0.0,149,149,149,189,0,204,30,1,0,6.735,3.33,3.459,0.966,0.942,0.881,0.038,0.132,0.085,0.677,0.753,0.119,Medium Graduation
84M204,M204,Capital Preparatory (CP) Harlem Charter School,High School,Manhattan,88,6.772,0.405,7.194,0.759,0.836,0.565,0.485,89.1,65.8,0.0,0.761,0.227,0.0,0.012,149,149,149,67,0,20,67,0,1,6.735,3.007,2.543,0.966,0.74,0.442,0.023,0.193,0.205,0.602,0.753,0.558,Medium Graduation
84M279,M279,The Opportunity Charter School,High School,Manhattan,261,6.772,0.405,7.194,0.892,0.885,0.365,0.125,67.0,57.8,0.015,0.494,0.471,0.004,0.016,52,52,52,233,1,123,129,4,4,6.735,2.354,2.004,0.966,0.851,0.467,0.13,0.64,0.142,0.816,0.753,0.533,Medium Graduation
84M284,M284,Harlem Children's Zone Promise Academy 1 Charter S,High School,Manhattan,250,6.772,0.405,7.194,0.786,0.965,0.61,0.508,68.8,76.0,0.004,0.86,0.108,0.004,0.024,57,59,59,196,1,27,215,1,6,6.735,2.992,3.125,0.966,0.949,0.884,0.008,0.116,0.064,0.668,0.753,0.116,High Graduation
84M335,M335,Harlem Village Academy East Charter School,High School,Manhattan,163,6.772,0.405,7.194,0.773,0.979,0.592,0.418,66.6,68.9,0.0,0.669,0.319,0.0,0.012,48,49,49,126,0,52,109,0,2,6.735,2.968,3.039,0.966,0.938,0.819,0.0,0.233,0.104,0.607,0.753,0.181,High Graduation
84M336,M336,KIPP Infinity Charter School,High School,Manhattan,295,6.772,0.405,7.194,0.792,0.918,0.877,0.842,77.9,74.3,0.0,0.22,0.773,0.007,0.0,73,73,73,234,2,228,65,0,0,6.735,3.41,3.877,0.966,0.933,0.821,0.017,0.197,0.068,0.681,0.753,0.179,Medium Graduation
84M341,M341,Harlem Children's Zone Promise Academy II Charter,High School,Manhattan,238,6.772,0.405,7.194,0.765,0.984,0.839,0.669,68.4,76.0,0.013,0.836,0.134,0.013,0.004,61,62,62,182,3,32,199,3,1,6.735,3.16,3.429,0.966,0.942,0.844,0.004,0.118,0.067,0.643,0.753,0.156,High Graduation
84M350,M350,Democracy Prep Charter School,High School,Manhattan,359,6.772,0.405,7.194,0.743,0.812,0.812,0.928,77.0,76.2,0.017,0.624,0.34,0.008,0.011,69,69,69,267,3,122,224,6,4,6.735,3.204,3.565,0.966,0.947,0.885,0.039,0.139,0.089,0.596,0.753,0.115,Medium Graduation
84M351,M351,Success Academy Charter School - Harlem 1,High School,Manhattan,391,6.772,0.405,7.194,0.687,0.806,0.452,0.419,86.1,80.1,0.008,0.627,0.179,0.013,0.173,31,31,31,269,5,70,245,3,68,6.735,3.853,4.131,0.966,0.875,0.642,0.0,0.113,0.026,0.542,0.753,0.358,Medium Graduation
84M353,M353,New Heights Academy Charter School,High School,Manhattan,386,6.772,0.405,7.194,0.894,0.859,0.576,0.324,79.5,70.9,0.003,0.028,0.969,0.0,0.0,85,85,85,345,0,374,11,1,0,6.735,2.928,2.671,0.966,0.917,0.818,0.083,0.132,0.106,0.819,0.753,0.182,Medium Graduation
84M382,M382,DREAM Charter School,High School,Manhattan,205,6.772,0.405,7.194,0.81,0.836,0.565,0.485,75.2,65.7,0.029,0.302,0.595,0.059,0.015,149,149,149,166,12,122,62,6,3,6.735,2.724,2.569,0.966,0.929,0.756,0.024,0.263,0.112,0.663,0.753,0.244,Medium Graduation
84M385,M385,Success Academy Charter School - Harlem 3,High School,Manhattan,228,6.772,0.405,7.194,0.711,0.836,0.565,0.485,85.3,66.49,0.004,0.443,0.132,0.004,0.417,149,149,149,162,1,30,101,1,95,6.735,3.818,4.097,0.966,0.875,0.642,0.009,0.096,0.039,0.561,0.753,0.358,Medium Graduation
84M433,M433,Renaissance Charter High School for Innovation,High School,Manhattan,444,6.772,0.405,7.194,0.897,0.78,0.341,0.081,74.5,61.3,0.009,0.421,0.556,0.007,0.007,123,123,123,398,3,247,187,4,3,6.735,2.532,2.261,0.966,0.691,0.125,0.11,0.329,0.151,0.797,0.753,0.875,Low Graduation
84M478,M478,Inwood Academy for Leadership Charter School,High School,Manhattan,468,6.772,0.405,7.194,0.801,0.887,0.443,0.093,62.6,60.1,0.0,0.038,0.944,0.004,0.014,97,97,97,375,2,442,18,0,7,6.735,2.778,2.821,0.966,0.943,0.828,0.132,0.229,0.079,0.679,0.753,0.172,Medium Graduation
84M481,M481,Democracy Prep Harlem Charter School,High School,Manhattan,335,6.772,0.405,7.194,0.758,0.788,0.75,0.923,78.5,70.3,0.009,0.636,0.322,0.009,0.024,52,52,52,254,3,108,213,3,8,6.735,2.972,3.175,0.966,0.956,0.931,0.054,0.17,0.09,0.627,0.753,0.069,Low Graduation
84M522,M522,Broome Street Academy Charter School,High School,Manhattan,302,6.772,0.405,7.194,0.811,0.571,0.239,0.165,66.2,64.7,0.013,0.513,0.404,0.03,0.04,84,88,88,245,9,122,155,4,12,6.735,2.695,2.494,0.966,0.875,0.642,0.043,0.255,0.166,0.709,0.753,0.358,Low Graduation
84M708,M708,Harlem Prep Charter School,High School,Manhattan,273,6.772,0.405,7.194,0.797,0.836,0.565,0.485,75.3,68.7,0.007,0.571,0.407,0.007,0.008,6,6,6,218,2,111,156,2,2,6.735,2.978,3.078,0.966,0.914,0.772,0.033,0.209,0.121,0.667,0.753,0.228,Medium Graduation
84M709,M709,Harlem Village Academy West Charter School,High School,Manhattan,169,6.772,0.405,7.194,0.799,1.0,0.711,0.329,70.1,69.7,0.0,0.751,0.219,0.006,0.024,38,38,38,135,1,37,127,0,4,6.735,2.906,3.072,0.966,0.952,0.906,0.012,0.189,0.077,0.657,0.753,0.094,High Graduation
84M726,M726,KIPP STAR College Prep Charter School,High School,Manhattan,248,6.772,0.405,7.194,0.749,0.982,0.842,0.728,78.2,74.1,0.004,0.532,0.444,0.0,0.02,57,57,57,186,0,110,132,1,5,6.735,3.239,3.418,0.966,0.931,0.809,0.012,0.226,0.052,0.613,0.753,0.191,High Graduation
84Q320,Q320,New Visions Charter High School for Advanced Math,High School,Queens,473,6.772,0.405,7.194,0.522,0.86,0.614,0.241,75.3,62.3,0.082,0.717,0.148,0.008,0.045,114,114,114,247,4,70,339,39,21,6.735,2.814,2.624,0.966,0.926,0.745,0.027,0.156,0.053,0.419,0.753,0.255,Medium Graduation
84Q373,Q373,New Visions Charter High School for the Humanities,High School,Queens,189,6.772,0.405,7.194,0.724,0.836,0.565,0.485,73.367,57.1,0.032,0.614,0.249,0.053,0.052,149,149,149,137,10,47,116,6,10,6.735,2.706,2.466,0.966,0.896,0.675,0.011,0.185,0.106,0.63,0.753,0.325,Medium Graduation
84Q705,Q705,Renaissance Charter School,High School,Queens,213,6.772,0.405,7.194,0.553,0.963,0.815,0.713,83.7,73.2,0.178,0.085,0.653,0.08,0.004,54,54,54,118,17,139,18,38,1,6.735,3.105,3.178,0.966,0.943,0.847,0.019,0.16,0.033,0.451,0.753,0.153,High Graduation
84R067,R067,John W. Lavelle Preparatory Charter School,High School,Staten Island,222,6.772,0.405,7.194,0.616,1.0,0.905,0.583,80.1,66.0,0.027,0.338,0.468,0.149,0.018,42,42,42,137,33,104,75,6,4,6.735,2.775,2.678,0.966,0.907,0.657,0.014,0.36,0.023,0.482,0.753,0.343,High Graduation
84R070,R070,Lois and Richard Nicotra Early College Charter Sch,High School,Staten Island,40,6.772,0.405,7.194,0.776,0.836,0.565,0.485,73.367,68.4,0.05,0.325,0.425,0.15,0.05,149,149,149,31,6,17,13,2,2,6.735,2.766,2.383,0.966,0.909,0.595,0.05,0.275,0.125,0.725,0.753,0.405,Medium Graduation
84X185,X185,Bronx Lighthouse Charter School,High School,Bronx,241,6.772,0.405,7.194,0.783,0.879,0.793,0.69,70.3,70.5,0.008,0.303,0.676,0.004,0.009,58,58,58,189,1,163,73,2,2,6.735,3.016,2.749,0.966,0.875,0.642,0.046,0.162,0.05,0.651,0.753,0.358,Medium Graduation
84X202,X202,New Visions Charter High School for Advanced Math,High School,Bronx,551,6.772,0.405,7.194,0.836,0.94,0.603,0.662,67.9,74.3,0.009,0.408,0.53,0.015,0.038,134,136,136,461,8,292,225,5,21,6.735,2.826,2.679,0.966,0.885,0.626,0.096,0.187,0.1,0.721,0.753,0.374,Medium Graduation
84X208,X208,New Visions Charter High School for the Humanities,High School,Bronx,491,6.772,0.405,7.194,0.846,0.767,0.369,0.243,66.3,59.1,0.018,0.375,0.574,0.01,0.023,103,103,103,415,5,282,184,9,11,6.735,2.609,2.388,0.966,0.842,0.497,0.161,0.198,0.151,0.719,0.753,0.503,Low Graduation
84X345,X345,Hyde Leadership Charter School,High School,Bronx,262,6.772,0.405,7.194,0.844,0.823,0.694,0.556,69.9,57.5,0.0,0.267,0.725,0.008,0.0,62,62,62,221,2,190,70,0,0,6.735,2.887,3.042,0.966,0.901,0.712,0.061,0.195,0.115,0.718,0.753,0.288,Medium Graduation
84X347,X347,International Leadership Charter High School,High School,Bronx,354,6.772,0.405,7.194,0.802,0.849,0.634,0.172,84.7,69.3,0.02,0.116,0.802,0.025,0.037,93,93,93,284,9,284,41,7,13,6.735,2.856,2.669,0.966,0.932,0.792,0.088,0.172,0.093,0.681,0.753,0.208,Medium Graduation
84X393,X393,University Prep Charter High School,High School,Bronx,433,6.772,0.405,7.194,0.781,0.936,0.651,0.56,79.4,72.1,0.018,0.358,0.612,0.009,0.003,109,109,109,338,4,265,155,8,1,6.735,2.99,2.912,0.966,0.948,0.878,0.067,0.12,0.074,0.64,0.753,0.122,Medium Graduation
84X395,X395,"NYC Charter High School for Architecture, Engineer",High School,Bronx,443,6.772,0.405,7.194,0.83,0.95,0.564,0.505,77.7,73.5,0.011,0.42,0.562,0.0,0.007,101,101,101,368,0,249,186,5,3,6.735,2.637,2.534,0.966,0.929,0.79,0.102,0.205,0.12,0.716,0.753,0.21,High Graduation
84X429,X429,Charter High School for Law and Social Justice,High School,Bronx,425,6.772,0.405,7.194,0.813,0.722,0.357,0.248,73.0,57.4,0.002,0.2,0.736,0.0,0.062,115,115,115,346,0,313,85,1,26,6.735,2.811,2.51,0.966,0.875,0.642,0.104,0.12,0.113,0.692,0.753,0.358,Low Graduation
84X461,X461,Metropolitan Lighthouse Charter School,High School,Bronx,110,6.772,0.405,7.194,0.903,0.836,0.565,0.485,72.6,68.7,0.0,0.255,0.736,0.0,0.009,149,149,149,99,0,81,28,0,1,6.735,2.851,2.584,0.966,0.93,0.782,0.091,0.182,0.082,0.791,0.753,0.218,Medium Graduation
84X471,X471,American Dream Charter School,High School,Bronx,168,6.772,0.405,7.194,0.909,0.836,0.565,0.485,74.4,67.3,0.0,0.042,0.946,0.006,0.006,149,149,149,153,1,159,7,0,1,6.735,2.735,2.592,0.966,0.875,0.642,0.185,0.167,0.149,0.81,0.753,0.358,Medium Graduation
84X482,X482,Dr. Richard Izquierdo Health and Science Charter S,High School,Bronx,459,6.772,0.405,7.194,0.873,0.8,0.663,0.563,77.3,64.4,0.009,0.261,0.708,0.011,0.011,80,80,80,401,5,325,120,4,5,6.735,2.837,2.873,0.966,0.911,0.686,0.118,0.183,0.1,0.747,0.753,0.314,Low Graduation
84X488,X488,The Equality Charter School,High School,Bronx,366,6.772,0.405,7.194,0.657,0.895,0.484,0.311,68.6,67.7,0.011,0.598,0.383,0.005,0.003,95,95,95,240,2,140,219,4,1,6.735,2.836,2.642,0.966,0.917,0.743,0.049,0.24,0.057,0.541,0.753,0.257,Medium Graduation
84X539,X539,New Visions Charter High School for Advanced Math,High School,Bronx,495,6.772,0.405,7.194,0.792,0.912,0.522,0.239,68.5,61.7,0.028,0.414,0.511,0.01,0.037,114,113,113,392,5,253,205,14,18,6.735,2.829,2.745,0.966,0.888,0.644,0.063,0.131,0.109,0.657,0.753,0.356,Medium Graduation
84X553,X553,New Visions Charter High School for the Humanities,High School,Bronx,539,6.772,0.405,7.194,0.809,0.986,0.575,0.264,72.8,60.7,0.017,0.332,0.627,0.007,0.017,146,146,146,436,4,338,179,9,9,6.735,2.675,2.436,0.966,0.902,0.658,0.065,0.204,0.122,0.681,0.753,0.342,High Graduation
84X581,X581,South Bronx Community Charter School,High School,Bronx,288,6.772,0.405,7.194,0.848,0.836,0.565,0.485,70.8,58.2,0.0,0.358,0.622,0.01,0.01,2,2,2,244,3,179,103,0,3,6.735,2.82,2.63,0.966,0.875,0.642,0.08,0.233,0.073,0.747,0.753,0.358,Medium Graduation
84X597,X597,The Urban Assembly Charter School for Computer Sci,High School,Bronx,110,6.772,0.405,7.194,0.828,0.836,0.565,0.485,73.367,77.1,0.036,0.345,0.573,0.009,0.037,149,149,149,91,1,63,38,4,4,6.735,2.806,2.844,0.966,0.936,0.873,0.091,0.255,0.1,0.709,0.753,0.127,Medium Graduation
84X610,X610,Urban Dove Team Charter School II,High School,Bronx,106,6.772,0.405,7.194,0.932,0.836,0.565,0.485,73.367,66.49,0.0,0.311,0.66,0.028,0.001,5,5,5,99,3,70,33,0,0,6.735,2.225,1.938,0.966,0.508,0.062,0.16,0.415,0.179,0.887,0.753,0.938,Medium Graduation
84X703,X703,Bronx Preparatory Charter School,High School,Bronx,342,6.772,0.405,7.194,0.786,0.8,0.754,0.923,83.4,73.9,0.0,0.474,0.515,0.009,0.002,65,65,65,269,3,176,162,0,1,6.735,3.056,3.132,0.966,0.96,0.924,0.061,0.079,0.073,0.62,0.753,0.076,Low Graduation
84X704,X704,KIPP Academy Charter School,High School,Bronx,260,6.772,0.405,7.194,0.764,0.952,0.81,0.73,75.9,72.9,0.004,0.454,0.531,0.004,0.007,63,63,63,199,1,138,118,1,2,6.735,3.233,3.268,0.966,0.938,0.852,0.046,0.146,0.065,0.604,0.753,0.148,High Graduation
